0.044759657	0.006519617	0.070521474	0.051717885	-0.0098118335	-0.036460083	-0.07175542	-0.013425393	0.13696876	0.08143254	0.03778559	0.02351462	0.052291024	-0.2004892	-0.020103715	-0.07439397
0.061916746	0.07699173	-0.016887266	0.13401416	-0.13329336	-0.0020761855	-0.016262123	0.106223434	0.10816982	0.087642394	-0.056884523	-0.00037586197	-0.023981068	-0.077714756	0.027320497	-0.07983092
0.3387822	0.30071765	-0.3084179	0.27549103	-0.3331901	0.27597764	0.31376404	0.28354666	0.2986554	0.2928984	-0.35430676	-0.2303691	-0.3321582	-0.22481483	0.35250884	-0.25739905
0.23905933	0.15337928	-0.20857538	0.15904982	-0.2089831	0.18473674	0.12418427	0.19037907	0.24041335	0.22974002	-0.12925893	-0.10705598	-0.16805321	-0.1974302	0.17279567	-0.20162667
-0.02975972	-0.0044896207	0.04577355	0.042418137	-0.05355004	-0.006295305	-0.11802519	-0.03973821	0.021530451	0.008506539	0.03202215	0.02959262	-0.018210417	-0.054436598	-0.073072724	-0.032220617
0.056727625	-0.011726478	0.08841085	0.06840533	-0.0216547	-0.040526647	-0.04155227	-0.01092624	0.11055301	-0.003994565	0.08149044	0.033090483	0.045156147	-0.07936031	-0.07997094	-0.03530393
-0.081896335	-0.049492106	0.09395932	-0.0807795	0.031398885	-0.04760104	-0.13071993	-0.07141201	-0.01916007	-0.09657492	0.07062158	0.07116071	0.091985665	0.028557505	-0.08852471	0.052490212
0.15851286	0.15127073	-0.15192915	0.21655755	-0.23863566	0.118570484	0.18551853	0.22156984	0.21161161	0.21347645	-0.1701704	-0.10045243	-0.19940817	-0.23919348	0.20218396	-0.1356696
-0.093118064	0.06510512	0.020328907	-0.09911484	0.027450042	-0.07602971	-0.039055824	-0.044065416	-0.25346082	-0.122589454	0.053202957	0.032442994	0.039451133	0.22579801	-0.10985179	-0.06695931
-0.07884546	-0.064811476	0.073064625	-0.14174728	0.08826011	-0.12276619	-0.050447743	-0.11189267	-0.2001359	-0.1082529	0.012276293	0.0635453	0.053116612	0.17843838	-0.03581243	0.021131095
-0.017724415	0.0031742374	0.12374375	0.050025523	-0.023241777	-0.028499847	-0.06499532	0.040435247	0.12572151	0.015854677	0.10826222	0.06830976	0.03304807	-0.14898968	-0.0689559	0.052728552
-0.049165424	-0.046214156	0.27793103	0.008352952	0.073357955	-0.14667624	-0.2071189	-0.026160667	0.18168509	0.060404904	0.16675639	0.17422953	0.07366872	-0.2361612	-0.13603312	0.022689028
-0.0021904225	0.012376727	0.13020784	0.088127136	-0.034183018	-0.044543687	-0.1591052	0.03640726	0.16991925	0.043640975	0.10101301	0.06828476	0.07737428	-0.12308649	-0.044830076	-0.03429735
-0.05975929	-0.06935446	0.1631186	-0.08474441	0.094712354	-0.088713884	-0.2274181	-0.103398405	0.018116685	-0.011644249	0.17368361	0.14522047	0.11292918	-0.047449123	-0.13639608	0.08647874
-0.15862222	-0.13864699	0.16142726	-0.2262831	0.21367162	-0.20358284	-0.2237087	-0.13862105	-0.16760747	-0.17069265	0.1720613	0.21496165	0.19898391	0.19058798	-0.1989194	0.17333484
-0.17545709	-0.099441886	0.15344648	-0.14801471	0.16130961	-0.11050944	-0.21493779	-0.114846945	-0.16833203	-0.09825153	0.13687903	0.13931888	0.15616795	0.13055234	-0.18154475	0.121550806
-0.027718596	-0.050128315	0.028941203	-0.015589978	0.022654437	-0.0716864	-0.07392593	-0.04199958	0.020244991	0.051230393	0.008462244	0.054909825	0.031064373	-0.009949994	0.017720882	-0.03127577
-0.07454566	-0.04225915	0.099160634	-0.03239426	0.019487493	-0.086496115	-0.08839641	-0.01874351	-0.06801934	-0.071452804	0.088660985	0.054758064	0.041545104	0.050935764	-0.08139314	0.09064675
-0.9699649	-0.82996	0.9426124	-0.952142	1.0056411	-0.89551145	-0.95927733	-0.93147093	-1.0594649	-0.8372418	0.83983386	0.9139955	0.863346	0.91498697	-0.9684027	0.80302787
-0.12395541	-0.14808512	0.24536599	-0.15798105	0.20389721	-0.19149451	-0.25060704	-0.12592453	-0.022988966	-0.122796856	0.22141296	0.2471989	0.18493918	0.052609287	-0.19406053	0.18294534
-0.2855191	-0.2352975	0.25531176	-0.28746572	0.26779714	-0.25199348	-0.2071995	-0.2525656	-0.28756067	-0.18506606	0.23941289	0.2658712	0.26688206	0.23706469	-0.2726079	0.17141652
0.19340679	0.16618595	-0.1419797	0.15759903	-0.23221004	0.11668456	0.15324642	0.104267254	0.14490645	0.1678995	-0.19027565	-0.091159165	-0.15097135	-0.1457886	0.19003865	-0.14975592
-0.0063838894	-0.14066234	0.25652498	-0.056966368	0.11081421	-0.17520538	-0.20322174	-0.045110077	0.11555251	-0.049425233	0.14890483	0.15987486	0.107217595	-0.06388126	-0.16729742	0.13441503
0.17759672	0.16220799	-0.19699849	0.1425097	-0.15345602	0.10878783	0.18863694	0.14576934	0.0897756	0.13692516	-0.20573603	-0.09800604	-0.19677043	-0.18515512	0.17861742	-0.13427243
0.012059264	0.0073816436	0.021364424	0.047187116	-0.020202473	-0.04744912	-0.083481915	0.0017792069	0.07134857	-0.015621316	0.017007245	0.068277635	0.041023795	-0.037429165	-0.0048923832	0.037327573
0.022172838	-0.006626709	0.13859808	0.060239617	-0.031174444	-0.08786188	-0.14413537	-0.03850836	0.1579828	0.044234622	0.094519034	0.07973615	0.10180373	-0.21458068	-0.1377153	0.07480814
-0.1469651	-0.025982417	0.06724996	-0.16849881	0.11537136	-0.08561507	-0.043858163	-0.16144894	-0.36137208	-0.12277232	0.05163411	0.10184054	0.14626606	0.30787456	-0.06840007	0.08680467
